实时定位,设备号,方向,ID,定位时间,实时地址,速度,
119.701317，29.782858,868035047201549,66,5f42e7165bd7ea3f5e45fa20,1597449992,浙*************5,0,
119.680824，29.80072,868035047202079,19,5f42e7165bd7ea3f5e45fa21,1597449993,浙**************0,0,
119.680908，29.800817,868035047202079,40,5f42e7165bd7ea3f5e45fa22,1597449993,浙*************号,25,
119.68985，29.795071,868035047227808,141,5f42e7165bd7ea3f633bcd5f,1597394174,浙**************6,12,
119.68985，29.795071,868035047227808,141,5f42e7165bd7ea3f633bcd60,1597394180,浙**************6,0,
119.689857，29.794945,868035047227808,207,5f42e7165bd7ea3f633bcd61,1597394182,浙**************6,6,
119.712936，29.811195,868035047008068,55,5f42e7165bd7ea3f633bcd62,1597394185,浙****************号,40,
119.696571，29.797955,868035047227578,60,5f42e7165bd7ea3f633bcd63,1597394176,浙**************7,21,
119.665543，29.797466,868035047227814,99,5f42e7165bd7ea3f6a3ea032,1597229547,浙**************号,8,
119.665573，29.797485,868035047227814,58,5f42e7165bd7ea3f6a3ea033,1597229549,浙**************号,6,
119.665581，29.797523,868035047227814,9,5f42e7165bd7ea3f6a3ea034,1597229551,浙**************号,9,
119.679367，29.786058,868035042234796,356,5f42e7175bd7ea3f596c88c4,1597451508,浙****************号,20,
119.679398，29.786156,868035042234796,14,5f42e7175bd7ea3f596c88c5,1597451510,浙****************号,19,
119.683922，29.800814,868035047226806,49,5f42e7175bd7ea3f596c88c6,1597451510,浙*************6,21,
119.679466，29.786249,868035042234796,34,5f42e7175bd7ea3f596c88c7,1597451512,浙****************号,23,
119.681023，29.800913,868035047202079,46,5f42e7175bd7ea3f5e45fa23,1597449995,浙************6,28,
119.680901，29.79524,868035047199609,215,5f42e7175bd7ea3f5e45fa24,1597450000,浙**************号,19,
119.701897，29.783062,868035047201549,76,5f42e7175bd7ea3f5e45fa25,1597450006,浙**********路,12,
119.681252，29.801138,868035047202079,41,5f42e7175bd7ea3f5e45fa26,1597449999,浙************6,30,
119.689819，29.794912,868035047227808,219,5f42e7175bd7ea3f633bcd64,1597394184,浙**************6,8,
119.696671，29.798035,868035047227578,44,5f42e7175bd7ea3f633bcd65,1597394178,浙**************1,26,
119.6968，29.798138,868035047227578,49,5f42e7175bd7ea3f633bcd66,1597394180,浙**************9,30,
119.691055，29.803621,868035047202268,229,5f42e7175bd7ea3f633bcd67,1597394187,浙**************号,0,
119.683372，29.790178,868035047225588,133,5f42e7175bd7ea3f633bcd68,1597394188,浙**************8,0,
119.665512，29.797737,868035047227814,359,5f42e7175bd7ea3f6a3ea035,1597229559,浙************号,11,
119.699936，29.812218,868035047226066,167,5f42e7185bd7ea3f596c88c8,1597451512,浙*************号,9,
119.673241，29.77434,868035042241676,305,5f42e7185bd7ea3f596c88c9,1597451510,浙**********路,10,
119.679466，29.786249,868035042234796,34,5f42e7185bd7ea3f596c88ca,1597451513,浙****************号,0,
119.679558，29.786335,868035042234796,43,5f42e7185bd7ea3f596c88cb,1597451514,浙****************号,24,
119.673241，29.77434,868035042241676,305,5f42e7185bd7ea3f596c88cc,1597451514,浙**********路,0,
119.680901，29.79524,868035047199609,215,5f42e7185bd7ea3f5e45fa27,1597450007,浙**************号,0,
119.681992，29.801962,868035047202079,25,5f42e7185bd7ea3f5e45fa28,1597450013,浙**************3,21,
119.70237，29.78323,868035047201549,66,5f42e7185bd7ea3f5e45fa29,1597450014,浙***********路,28,
119.682014，29.802046,868035047202079,13,5f42e7185bd7ea3f5e45fa2a,1597450015,浙**************3,15,
119.689789，29.794888,868035047227808,233,5f42e7185bd7ea3f633bcd69,1597394186,浙**************6,7,
119.712936，29.811195,868035047008068,55,5f42e7185bd7ea3f633bcd6a,1597394189,浙****************号,0,
119.690399，29.803173,868035047202268,223,5f42e7185bd7ea3f633bcd6b,1597394193,浙**************号,31,
119.684479，29.798845,868035047202144,248,5f42e7185bd7ea3f6a3ea036,1597229561,浙**************号,9,
119.684212，29.801012,868035047226806,56,5f42e7195bd7ea3f596c88cd,1597451516,浙************6,18,
119.684319，29.801031,868035047226806,77,5f42e7195bd7ea3f596c88ce,1597451518,浙************6,15,
119.682014，29.802046,868035047202079,13,5f42e7195bd7ea3f5e45fa2b,1597450015,浙**************3,0,
119.68026，29.794514,868035047199609,216,5f42e7195bd7ea3f5e45fa2c,1597450016,浙**************号,28,
119.682014，29.802086,868035047202079,358,5f42e7195bd7ea3f5e45fa2d,1597450016,浙**************3,14,
119.70237，29.78323,868035047201549,66,5f42e7195bd7ea3f5e45fa2e,1597450016,浙***********路,0,
119.681992，29.802217,868035047202079,331,5f42e7195bd7ea3f5e45fa2f,1597450020,浙*************5,18,
119.713837，29.811758,868035047008068,55,5f42e7195bd7ea3f633bcd6c,1597394195,浙****************号,32,
119.684364，29.798817,868035047202144,261,5f42e7195bd7ea3f6a3ea037,1597229565,浙**************号,14,
119.70475，29.807739,868035047225724,139,5f42e7195bd7ea3f6a3ea038,1597229549,浙*************号,0,
119.681908，29.802294,868035047202079,312,5f42e71a5bd7ea3f5e45fa30,1597450022,浙*************5,23,
119.703224，29.783613,868035047201549,64,5f42e71a5bd7ea3f5e45fa31,1597450024,浙**********路,34,
119.681816，29.802364,868035047202079,306,5f42e71a5bd7ea3f5e45fa32,1597450024,浙*************5,23,
119.679764，29.793955,868035047199609,222,5f42e71a5bd7ea3f5e45fa33,1597450026,浙**************号,27,
119.690109，29.802942,868035047202268,230,5f42e71a5bd7ea3f633bcd6d,1597394197,浙**************号,35,
119.683891，29.789742,868035047225588,117,5f42e71a5bd7ea3f633bcd6e,1597394198,浙***************号,16,
119.705391，29.807041,868035047225724,142,5f42e71a5bd7ea3f6a3ea039,1597229557,浙*************号,27,
119.705559，29.806831,868035047225724,151,5f42e71a5bd7ea3f6a3ea03a,1597229561,浙****************号,22,
119.705582，29.806725,868035047225724,182,5f42e71a5bd7ea3f6a3ea03b,1597229563,浙****************号,20,
119.705528，29.806627,868035047225724,215,5f42e71a5bd7ea3f6a3ea03c,1597229565,浙****************号,23,
119.705414，29.806543,868035047225724,229,5f42e71a5bd7ea3f6a3ea03d,1597229567,浙****************号,27,
119.673019，29.774496,868035042241676,0,5f42e71b5bd7ea3f596c88cf,1597451524,浙**********路,0,
119.699936，29.812218,868035047226066,167,5f42e71b5bd7ea3f596c88d0,1597451525,浙*************号,0,
119.679764，29.793955,868035047199609,222,5f42e71b5bd7ea3f5e45fa34,1597450029,浙**************号,0,
119.67955，29.793724,868035047199609,217,5f42e71b5bd7ea3f5e45fa35,1597450030,浙**************号,31,
119.703751，29.783861,868035047201549,58,5f42e71b5bd7ea3f5e45fa36,1597450030,浙**********路,32,
119.683983，29.789686,868035047225588,127,5f42e71b5bd7ea3f633bcd6f,1597394200,浙***************号,22,
119.698257，29.799257,868035047227578,49,5f42e71b5bd7ea3f633bcd70,1597394200,浙**************7,33,
119.689743，29.802702,868035047202268,235,5f42e71b5bd7ea3f633bcd71,1597394201,浙**************号,39,
119.689568，29.802588,868035047202268,229,5f42e71b5bd7ea3f633bcd72,1597394203,浙**************号,38,
119.692177，29.79364,868035047201554,146,5f42e71b5bd7ea3f6a3ea03e,1597229570,浙*************号,0,
119.705414，29.806543,868035047225724,229,5f42e71b5bd7ea3f6a3ea03f,1597229571,浙****************号,0,
119.673019，29.774496,868035042241676,0,5f42e71c5bd7ea3f596c88d1,1597451530,浙**********路,0,
119.679398，29.793489,868035047199609,193,5f42e71c5bd7ea3f5e45fa37,1597450034,浙**************号,25,
119.679405，29.793364,868035047199609,161,5f42e71c5bd7ea3f5e45fa38,1597450036,浙**************号,26,
119.703751，29.783861,868035047201549,58,5f42e71c5bd7ea3f5e45fa39,1597450038,浙**********路,0,
119.679489，29.793257,868035047199609,139,5f42e71c5bd7ea3f5e45fa3a,1597450038,浙***************号,27,
119.698532，29.799496,868035047227578,42,5f42e71c5bd7ea3f633bcd73,1597394204,浙***************号,33,
119.714546，29.812212,868035047008068,53,5f42e71c5bd7ea3f633bcd74,1597394205,浙****************号,25,
119.684349，29.789423,868035047225588,133,5f42e71c5bd7ea3f633bcd75,1597394206,浙**************4,30,
119.689568，29.802588,868035047202268,229,5f42e71c5bd7ea3f633bcd76,1597394210,浙**************号,0,
119.684349，29.789423,868035047225588,133,5f42e71c5bd7ea3f633bcd77,1597394211,浙**************4,0,
119.692764，29.792765,868035047201554,0,5f42e71c5bd7ea3f6a3ea040,1597229575,浙*************号,0,
119.70472，29.806026,868035047225724,231,5f42e71c5bd7ea3f6a3ea041,1597229577,浙***************号,32,
119.700127，29.811481,868035047226066,182,5f42e71d5bd7ea3f596c88d2,1597451534,浙**************7,9,
119.704521，29.784319,868035047201549,56,5f42e71d5bd7ea3f5e45fa3b,1597450040,浙**********路,31,
119.679611，29.793154,868035047199609,131,5f42e71d5bd7ea3f5e45fa3c,1597450040,浙***************号,30,
119.680344，29.792606,868035047199609,128,5f42e71d5bd7ea3f5e45fa3d,1597450050,浙*****************号,33,
119.714813，29.812407,868035047008068,25,5f42e71d5bd7ea3f633bcd78,1597394211,浙****************号,16,
119.714813，29.812407,868035047008068,25,5f42e71d5bd7ea3f633bcd79,1597394212,浙****************号,0,
119.688789，29.802027,868035047202268,231,5f42e71d5bd7ea3f633bcd7a,1597394213,浙**************号,35,
119.714821，29.8125,868035047008068,0,5f42e71d5bd7ea3f633bcd7b,1597394213,浙****************号,18,
119.688789，29.802027,868035047202268,231,5f42e71d5bd7ea3f633bcd7c,1597394213,浙**************号,0,
119.692818，29.792746,868035047201554,128,5f42e71d5bd7ea3f6a3ea042,1597229581,浙*************号,8,
119.692894，29.792652,868035047201554,151,5f42e71d5bd7ea3f6a3ea043,1597229585,浙*************号,17,
119.705353，29.81185,868035047227576,218,5f42e71e5bd7ea3f596c88d3,1597451538,浙************号,17,
119.680344，29.792606,868035047199609,128,5f42e71e5bd7ea3f5e45fa3e,1597450051,浙*****************号,0,
119.698532，29.799496,868035047227578,42,5f42e71e5bd7ea3f633bcd7d,1597394214,浙***************号,0,
119.699142，29.800062,868035047227578,38,5f42e71e5bd7ea3f633bcd7e,1597394214,浙***************号,30,
119.69294，29.792564,868035047201554,160,5f42e71e5bd7ea3f6a3ea044,1597229587,浙*************号,19,
119.70417，29.805613,868035047225724,225,5f42e71e5bd7ea3f6a3ea045,1597229587,浙**************号,22,
119.705307，29.811775,868035047227576,197,5f42e71f5bd7ea3f596c88d4,1597451540,浙************号,15,
119.67305，29.774601,868035042241676,47,5f42e71f5bd7ea3f596c88d5,1597451542,浙**********路,6,
119.705391，29.784828,868035047201549,55,5f42e71f5bd7ea3f5e45fa3f,1597450051,浙**********路,33,
119.680893，29.792189,868035047199609,133,5f42e71f5bd7ea3f5e45fa40,1597450058,浙***************号,31,
119.705391，29.784828,868035047201549,55,5f42e71f5bd7ea3f5e45fa41,1597450061,浙**********路,0,
119.70623，29.785332,868035047201549,57,5f42e71f5bd7ea3f5e45fa42,1597450061,浙**********路,35,
119.681541，29.791674,868035047199609,132,5f42e71f5bd7ea3f5e45fa43,1597450068,浙**************8,32,
119.685036，29.7889,868035047225588,131,5f42e71f5bd7ea3f633bcd7f,1597394216,浙***************号,32,
119.714813，29.812582,868035047008068,354,5f42e71f5bd7ea3f633bcd80,1597394215,浙****************号,17,
119.688141，29.801537,868035047202268,226,5f42e71f5bd7ea3f633bcd81,1597394221,浙**************号,36,
119.693024，29.792366,868035047201554,155,5f42e71f5bd7ea3f6a3ea046,1597229591,浙*************号,23,
119.708298，29.805376,868035047008314,218,5f42e71f5bd7ea3f6a3ea047,1597229503,浙**********路,14,
119.70826，29.805216,868035047008314,167,5f42e71f5bd7ea3f6a3ea048,1597229505,浙**********路,15,
119.693024，29.792368,868035047201554,155,5f42e71f5bd7ea3f6a3ea049,1597229592,浙*************号,0,
119.705315，29.811687,868035047227576,171,5f42e7205bd7ea3f596c88d6,1597451542,浙************号,18,
119.705353，29.811605,868035047227576,152,5f42e7205bd7ea3f596c88d7,1597451544,浙************号,18,
119.681541，29.791674,868035047199609,132,5f42e7205bd7ea3f5e45fa44,1597450072,浙**************8,0,
119.682281，29.791063,868035047199609,132,5f42e7205bd7ea3f5e45fa45,1597450078,浙***********路,36,
119.707794，29.786263,868035047201549,55,5f42e7205bd7ea3f5e45fa46,1597450081,浙**********路,31,
119.707794，29.786264,868035047201549,55,5f42e7205bd7ea3f5e45fa47,1597450081,浙**********路,0,
119.714813，29.812683,868035047008068,2,5f42e7205bd7ea3f633bcd82,1597394217,浙****************号,19,
119.714828，29.812754,868035047008068,17,5f42e7205bd7ea3f633bcd83,1597394219,浙****************号,10,
119.714897，29.812784,868035047008068,74,5f42e7205bd7ea3f633bcd84,1597394221,浙****************号,16,
119.687996，29.801414,868035047202268,220,5f42e7205bd7ea3f633bcd85,1597394223,浙**************号,34,
119.714989，29.812807,868035047008068,67,5f42e7205bd7ea3f633bcd86,1597394223,浙****************号,17,
119.693024，29.792368,868035047201554,155,5f42e7205bd7ea3f6a3ea04a,1597229593,浙*************号,0,
119.70417，29.805613,868035047225724,225,5f42e7205bd7ea3f6a3ea04b,1597229594,浙**************号,0,
119.69931，29.81118,868035047226066,254,5f42e7215bd7ea3f596c88d8,1597451548,浙**************2,28,
119.705399，29.811529,868035047227576,163,5f42e7215bd7ea3f596c88d9,1597451546,浙**************号,17,
119.681488，29.788258,868035042234796,40,5f42e7215bd7ea3f596c88da,1597451550,浙****************号,29,
119.682945，29.790487,868035047199609,133,5f42e7215bd7ea3f5e45fa48,1597450090,浙**************8,14,
119.708664，29.786749,868035047201549,58,5f42e7215bd7ea3f5e45fa49,1597450091,浙**********路,38,
119.709549，29.787214,868035047201549,58,5f42e7215bd7ea3f5e45fa4a,1597450100,浙**********路,39,
119.709549，29.787214,868035047201549,58,5f42e7215bd7ea3f5e45fa4b,1597450104,浙**********路,0,
119.715088，29.812866,868035047008068,55,5f42e7215bd7ea3f633bcd87,1597394225,浙****************号,23,
119.687851，29.801323,868035047202268,230,5f42e7215bd7ea3f633bcd88,1597394225,浙**************号,30,
119.6931，29.792166,868035047201554,161,5f42e7215bd7ea3f6a3ea04c,1597229595,浙**********路,21,
119.703499，29.805035,868035047225724,222,5f42e7215bd7ea3f6a3ea04d,1597229599,浙***************号,24,
119.69931，29.81118,868035047226066,254,5f42e7225bd7ea3f596c88db,1597451548,浙**************2,0,
119.705399，29.811493,868035047227576,177,5f42e7225bd7ea3f596c88dc,1597451547,浙**************号,17,
119.67305，29.774601,868035042241676,47,5f42e7225bd7ea3f596c88dd,1597451546,浙**********路,0,
119.685585，29.799885,868035047226806,115,5f42e7225bd7ea3f596c88de,1597451550,浙**************号,14,
119.710472，29.787733,868035047201549,56,5f42e7225bd7ea3f5e45fa4c,1597450110,浙**********路,36,
119.711159，29.788141,868035047201549,49,5f42e7225bd7ea3f5e45fa4d,1597450118,浙**********路,35,
119.711159，29.788141,868035047201549,49,5f42e7225bd7ea3f5e45fa4e,1597450126,浙**********路,0,
119.711937，29.78871,868035047201549,51,5f42e7225bd7ea3f5e45fa4f,1597450128,浙**********路,35,
119.685814，29.788261,868035047225588,131,5f42e7225bd7ea3f633bcd89,1597394226,浙**************8,39,
119.699791，29.800814,868035047227578,32,5f42e7225bd7ea3f633bcd8a,1597394226,浙***********路,33,
119.715195，29.812925,868035047008068,60,5f42e7225bd7ea3f633bcd8b,1597394227,浙****************号,21,
119.715302，29.812984,868035047008068,52,5f42e7225bd7ea3f633bcd8c,1597394229,浙****************号,20,
119.687851，29.801323,868035047202268,230,5f42e7225bd7ea3f633bcd8d,1597394230,浙**************号,0,
119.693237，29.791927,868035047201554,156,5f42e7225bd7ea3f6a3ea04e,1597229601,浙**********路,16,
119.68782，29.801128,868035047226064,225,5f42e7225bd7ea3f6a3ea04f,1597229602,浙**************号,19,
119.693329，29.79179,868035047201554,148,5f42e7225bd7ea3f6a3ea050,1597229605,浙**********路,18,
119.687729，29.801039,868035047226064,220,5f42e7225bd7ea3f6a3ea051,1597229604,浙**************号,23,
119.673126，29.774632,868035042241676,72,5f42e7235bd7ea3f596c88df,1597451546,浙**********路,9,
119.673187，29.774601,868035042241676,120,5f42e7235bd7ea3f596c88e0,1597451548,浙**********路,12,
119.705368，29.811405,868035047227576,199,5f42e7235bd7ea3f596c88e1,1597451549,浙**************号,18,
119.685669，29.799875,868035047226806,98,5f42e7235bd7ea3f596c88e2,1597451552,浙**************号,12,
119.712112，29.788807,868035047201549,58,5f42e7235bd7ea3f5e45fa50,1597450130,浙**********路,34,
119.712601，29.78911,868035047201549,53,5f42e7235bd7ea3f5e45fa51,1597450136,浙**********路,34,
119.685814，29.788261,868035047225588,131,5f42e7235bd7ea3f633bcd8e,1597394232,浙**************8,0,
119.715302，29.812984,868035047008068,52,5f42e7235bd7ea3f633bcd8f,1597394234,浙****************号,0,
119.687035，29.800756,868035047202268,225,5f42e7235bd7ea3f633bcd90,1597394235,浙**************号,34,
119.703224，29.804777,868035047225724,229,5f42e7235bd7ea3f6a3ea052,1597229605,浙***************号,24,
119.687729，29.801039,868035047226064,220,5f42e7235bd7ea3f6a3ea053,1597229606,浙**************号,0,
119.6875，29.800863,868035047226064,227,5f42e7235bd7ea3f6a3ea054,1597229608,浙*************3,27,
119.705299，29.811323,868035047227576,220,5f42e7245bd7ea3f596c88e3,1597451551,浙**************号,23,
119.705185，29.811251,868035047227576,240,5f42e7245bd7ea3f596c88e4,1597451553,浙************号,27,
119.713371，29.789618,868035047201549,54,5f42e7245bd7ea3f5e45fa52,1597450146,浙**********路,33,
119.713371，29.789618,868035047201549,54,5f42e7245bd7ea3f5e45fa53,1597450146,浙**********路,0,
119.682945，29.790487,868035047199609,133,5f42e7245bd7ea3f5e45fa54,1597450148,浙**************8,0,
119.70034，29.801487,868035047227578,35,5f42e7245bd7ea3f633bcd91,1597394236,浙***********路,32,
119.715706，29.81325,868035047008068,60,5f42e7245bd7ea3f633bcd92,1597394237,浙****************号,21,
119.70034，29.801487,868035047227578,35,5f42e7245bd7ea3f633bcd93,1597394237,浙***********路,0,
119.693489，29.791592,868035047201554,137,5f42e7245bd7ea3f6a3ea055,1597229609,浙**********路,27,
119.682274，29.800699,868035047202144,316,5f42e7245bd7ea3f6a3ea056,1597229611,浙**************号,16,
119.705185，29.811253,868035047227576,240,5f42e7255bd7ea3f596c88e5,1597451557,浙************号,0,
119.698349，29.810951,868035047226066,254,5f42e7255bd7ea3f596c88e6,1597451560,浙**************9,22,
119.681488，29.788261,868035042234796,40,5f42e7255bd7ea3f596c88e7,1597451563,浙****************号,0,
119.686668，29.787645,868035047225588,126,5f42e7255bd7ea3f633bcd94,1597394236,浙**************4,35,
119.715813，29.81332,868035047008068,50,5f42e7255bd7ea3f633bcd95,1597394239,浙****************号,23,
119.704361，29.810892,868035047227576,241,5f42e7265bd7ea3f596c88e8,1597451563,浙************号,33,
119.673714，29.774244,868035042241676,125,5f42e7265bd7ea3f596c88e9,1597451562,浙**********路,19,
119.697884，29.810844,868035047226066,261,5f42e7265bd7ea3f596c88ea,1597451566,浙***************号,29,
119.714165，29.790089,868035047201549,57,5f42e7265bd7ea3f5e45fa55,1597450156,浙**********路,34,
119.714493，29.790285,868035047201549,52,5f42e7265bd7ea3f5e45fa56,1597450160,浙**********路,33,
119.714775，29.790489,868035047201549,45,5f42e7265bd7ea3f5e45fa57,1597450165,浙**********路,17,
119.714775，29.790491,868035047201549,45,5f42e7265bd7ea3f5e45fa58,1597450167,浙**********路,0,
119.686897，29.800648,868035047202268,232,5f42e7265bd7ea3f633bcd96,1597394237,浙**************号,31,
119.700905，29.802158,868035047227578,40,5f42e7265bd7ea3f633bcd97,1597394246,浙***********路,34,
119.689789，29.794889,868035047227808,233,5f42e7265bd7ea3f633bcd98,1597394248,浙**************6,0,
119.673714，29.774248,868035042241676,125,5f42e7275bd7ea3f596c88eb,1597451563,浙**********路,0,
119.697716，29.810814,868035047226066,255,5f42e7275bd7ea3f596c88ec,1597451568,浙***************号,28,
119.714828，29.79056,868035047201549,25,5f42e7275bd7ea3f5e45fa59,1597450167,浙**********路,15,
119.714828，29.790663,868035047201549,353,5f42e7275bd7ea3f5e45fa5a,1597450169,浙**********路,20,
119.714806，29.79077,868035047201549,340,5f42e7275bd7ea3f5e45fa5b,1597450171,浙**********路,20,
119.714767，29.790895,868035047201549,8,5f42e7275bd7ea3f5e45fa5c,1597450175,浙**********路,10,
119.716583，29.813818,868035047008068,54,5f42e7275bd7ea3f633bcd99,1597394251,浙****************号,30,
119.686356，29.800249,868035047202268,221,5f42e7275bd7ea3f633bcd9a,1597394245,浙**************号,31,
119.714813，29.790951,868035047201549,27,5f42e7285bd7ea3f5e45fa5d,1597450177,浙**********路,14,
119.714828，29.791037,868035047201549,2,5f42e7285bd7ea3f5e45fa5e,1597450179,浙**********路,17,
119.686226，29.80015,868035047202268,231,5f42e7285bd7ea3f633bcd9b,1597394247,浙**************号,30,
119.701263，29.802578,868035047227578,35,5f42e7285bd7ea3f633bcd9c,1597394252,浙***********路,34,
119.687614，29.787024,868035047225588,114,5f42e7285bd7ea3f633bcd9d,1597394246,浙***************号,32,
119.68779，29.786991,868035047225588,81,5f42e7295bd7ea3f633bcd9e,1597394248,浙***********路,28,
119.687958，29.787048,868035047225588,55,5f42e7295bd7ea3f633bcd9f,1597394250,浙***********路,30,
119.687958，29.787048,868035047225588,55,5f42e7295bd7ea3f633bcda0,1597394252,浙***********路,0,
119.688095，29.787151,868035047225588,48,5f42e7295bd7ea3f633bcda1,1597394252,浙***********路,33,
119.688408，29.787394,868035047225588,43,5f42e7295bd7ea3f633bcda2,1597394256,浙***********路,38,
119.716583，29.813818,868035047008068,54,5f42e72a5bd7ea3f633bcda3,1597394257,浙****************号,0,
119.686226，29.80015,868035047202268,231,5f42e72a5bd7ea3f633bcda4,1597394252,浙**************号,0,
119.685814，29.799877,868035047202268,243,5f42e72a5bd7ea3f633bcda5,1597394253,浙**************号,29,
119.685669，29.799786,868035047202268,232,5f42e72b5bd7ea3f633bcda6,1597394255,浙**************号,30,
119.701263，29.802578,868035047227578,35,5f42e72b5bd7ea3f633bcda7,1597394259,浙***********路,0,
119.701736，29.803101,868035047227578,41,5f42e72c5bd7ea3f633bcda8,1597394260,浙***********路,26,
119.717407，29.814322,868035047008068,54,5f42e72c5bd7ea3f633bcda9,1597394263,浙***************9,22,
119.717506，29.814386,868035047008068,49,5f42e72c5bd7ea3f633bcdaa,1597394265,浙***************9,19,
119.680458，29.800642,868035047226806,114,5f42e7815bd7ea3f58518212,1597451418,浙***************号,13,
119.680458，29.800642,868035047226806,114,5f42e8b95bd7ea3f651faf42,1597451418,浙***************号,13,
119.69593，29.797541,868035047227578,47,5f42e8d45bd7ea3f633bcdab,1597394154,浙**************9,14,
119.702904，29.804281,868035047227575,45,5f42e8dd5bd7ea3f6d3e93c2,1597391372,浙***************号,28,
119.689667，29.794893,868035047227808,306,5f42e9125bd7ea3f596c88ed,1597394256,浙**************6,10,
119.711159，29.788141,868035047201549,49,5f42e9125bd7ea3f6d3e93c3,1597450126,浙**********路,0,
119.680458，29.800642,868035047226806,114,5f42e9135bd7ea3f5a09ef59,1597451418,浙***************号,13,
119.690163，29.780005,868035047198517,262,5f42e9165bd7ea3f57128a22,1597453736,浙*****************),14,
119.711159，29.788141,868035047201549,49,5f42e9535bd7ea3f651faf43,1597450126,浙**********路,0,
119.689667，29.794893,868035047227808,306,5f42e9575bd7ea3f596c88ee,1597394256,浙**************6,10,
119.711159，29.788141,868035047201549,49,5f42e9bb5bd7ea3f614b4f12,1597450126,浙**********路,0,
119.680458，29.800642,868035047226806,114,5f42ea525bd7ea3f6a3ea057,1597451418,浙***************号,13,
119.711159，29.788141,868035047201549,49,5f42ea535bd7ea3f6d3e93c4,1597450126,浙**********路,0,
119.711937，29.78871,868035047201549,51,5f42eaab5bd7ea3f651faf44,1597450128,浙**********路,35,
119.711937，29.78871,868035047201549,51,5f42eb2e5bd7ea3f682d7cc2,1597450128,浙**********路,35,
119.680542，29.800621,868035047226806,101,5f42ebd05bd7ea6b6d0dfa12,1597451420,浙***************号,14,
119.702919，29.804514,868035047225724,224,5f42ebf45bd7ea6b861738d2,1597229611,浙***************号,24,
119.690163，29.780005,868035047198517,262,5f42ec195bd7ea6b6b31bf52,1597453736,浙*****************),14,
119.711937，29.78871,868035047201549,51,5f42ec3c5bd7ea6b71604502,1597450128,浙**********路,35,
119.712112，29.788807,868035047201549,58,5f42ec5e5bd7ea6b7532ea92,1597450130,浙**********路,34,
119.702904，29.804281,868035047227575,45,5f42ec5f5bd7ea6b8050efa2,1597391372,浙***************号,28,
119.680641，29.800625,868035047226806,81,5f42ec5f5bd7ea6b81583112,1597451422,浙***************号,17,
119.712112，29.788807,868035047201549,58,5f42eca05bd7ea6b6c70bda2,1597450130,浙**********路,34,
119.712112，29.788807,868035047201549,58,5f42ed315bd7ea6b8050efa3,1597450130,浙**********路,34,
119.712112，29.788807,868035047201549,58,5f42ee0c5bd7ea6b7532ea93,1597450130,浙**********路,34,
119.680641，29.800625,868035047226806,81,5f42ee315bd7ea6b861738d3,1597451422,浙***************号,17,
119.712601，29.78911,868035047201549,53,5f42ee385bd7ea6b7967b572,1597450136,浙**********路,34,
119.702904，29.804281,868035047227575,45,5f42ee385bd7ea6b7c79bb72,1597391372,浙***************号,28,
119.712601，29.78911,868035047201549,53,5f42ee545bd7ea6b6b31bf53,1597450136,浙**********路,34,
119.702904，29.804281,868035047227575,45,5f42ee895bd7ea6b7967b573,1597391372,浙***************号,28,
119.689339，29.795155,868035047227808,322,5f42eead5bd7ea6b861738d4,1597394268,浙*************8,10,
119.689339，29.795155,868035047227808,322,5f42ef095bd7ea6b7c79bb73,1597394268,浙*************8,10,
119.67778，29.787779,866551032797560,257,5f42ef275bd7ea6b6b31bf54,1597539040,浙**************号,9,
119.689339，29.795155,868035047227808,322,5f42ef7e5bd7ea6b7c79bb74,1597394268,浙*************8,10,
119.713371，29.789618,868035047201549,54,5f42ef805bd7ea6b6c70bda3,1597450146,浙**********路,33,
119.67778，29.787779,866551032797560,257,5f42efe25bd7ea6b82727382,1597539040,浙**************号,9,
119.678009，29.802979,868035047202302,135,5f42f0735bd7ea0eab7ce402,1597392337,浙************桥,28,
119.693024，29.792143,868035047199602,340,5f42f0735bd7ea0eab7ce403,1597392339,浙**********路,23,
119.678009，29.80298,868035047202302,135,5f42f0735bd7ea0eab7ce404,1597392341,浙************桥,0,
119.678009，29.80298,868035047202302,135,5f42f0735bd7ea0eab7ce405,1597392345,浙************桥,0,
119.693024，29.792145,868035047199602,340,5f42f0745bd7ea0eab7ce406,1597392348,浙**********路,0,
119.693024，29.792145,868035047199602,340,5f42f0745bd7ea0eab7ce407,1597392349,浙**********路,0,
119.692764，29.792711,868035047199602,326,5f42f0745bd7ea0eab7ce408,1597392349,浙*************号,19,
119.692764，29.792711,868035047199602,326,5f42f0745bd7ea0eab7ce409,1597392351,浙*************号,0,
119.678741，29.802343,868035047202302,135,5f42f0745bd7ea0eab7ce40a,1597392349,浙************桥,31,
119.679375，29.801771,868035047202302,140,5f42f0755bd7ea0eab7ce40b,1597392359,浙*************号,31,
119.679482，29.801641,868035047202302,145,5f42f0755bd7ea0eab7ce40c,1597392361,浙*************号,32,
119.679703，29.80139,868035047202302,140,5f42f0755bd7ea0eab7ce40d,1597392365,浙*************号,31,
119.679703，29.80139,868035047202302,140,5f42f0755bd7ea0eab7ce40e,1597392366,浙*************号,0,
119.68029，29.800739,868035047202302,148,5f42f0765bd7ea0eab7ce40f,1597392377,浙***************号,23,
119.680283，29.800535,868035047202302,221,5f42f0765bd7ea0eab7ce410,1597392381,浙***************号,24,
119.680168，29.800451,868035047202302,232,5f42f0765bd7ea0eab7ce411,1597392383,浙***************号,26,
